Date, URL, Newspaper, Title, Article
31 Dec^ 2019,https://economictimes.indiatimes.com/industry/cons-products/fmcg/decline-in-rural-sales-hits-fmcg-in-2019-revival-likely-by-second-half-of-2020/articleshow/73041851.cms,Economic Times,Decline in rural sales hits FMCG in 2019^ revival likely by second half of 2020,"With most of 2019 spent in battling for growth^ the FMCG industry expects a revival in consumer demand and houshold purchase by the second half of 2020^ particularly from the rural sales that have been severely impacted in the year gone by.In 2019^ the FMCG industry witnessed slowdown in the rural sales^ which was traditionally ahead of urban sales^ and in the last two quarters it was half of the urban sales growth due to factors as liquidity crunch in those far flung markets and drop in gross domestic product (GDP) which had weakened household spending.To overcome^ FMCG makers have introduced low unit price packs in multiple categories to make their products affordable and have also introduced multiple promotions and offers.The industry believes it to be short-term hiccups and expects to be back on high single digit growth in H2 (July-December) of 2020^ helped by factors which includes government spending in infra projects and increased rural spending. However^ the experts say that it will also depend on GDP growth^ commodity inflation^ good monsoon^ among others.The experts also opine that a high double digit growth seems distant in 2020 for the FMCG sector.""It should (FMCG) recover after two quarters. One or two quarters^ will remain tough and this all would be linked to GDP. If GDP growth comes back to 6.5 to 7 per cent^ then the recovery would happen. I do not see any big recovery in the first and second quarter^"" said Edelweiss Financial Services Executive Vice President Abneesh Roy.According to an ITC Spokesperson: "" India is a growth market and we are confident that consumption demand will pick up over time given the low levels of penetration and per capita consumption as well as the slew of recent measures announced by the Government"".EY Partner and National leader^ Consumer Products and Retail Pinakiranjan Mishra said it would take some longer time to revive.""FMCG would take a little longer time^"" he said^ adding ""the positive thing is that there is little bit of inflation also. Consumer companies also need inflation^ which is inching a little bit"".Ratings agency Nielsen said^ ""The growth forecast for Q1 2020 (Jan-Mar 2020) stands in the range of 7.5 - 8.5 per cent"" and there are various factors that are influencing the trajectory^ which includes macro economic factors such as inflation.Consumer companies are also taking steps as they have lowered the prices significantly^ Mishra said.""To help the trade and consumers cope with the downturn we have introduced Low Unit Price packs in multiple categories to make our products affordable to a much larger audience and induce trials. We have also introduced multiple promotions/consumer offers and Communication of the same has been sharpened to highlight benefits to consumers in terms of lower prices or promotions^"" according to ITC.Harsha Razdan^ Partner and Head - Consumer Markets and Internet Business^ KPMG in India said that FMCG makers are also trying to leverage the consumption appetite of small tier-two plus cities with a select range of their premium products packaged in more affordable formats.""While^ we did witness a brief slowdown last year^ increased Internet penetration and use of smartphones have ensured that rural regional markets are now at the forefront of the consumption race. They are tech-savvy^ digitally aware and already have a sense of the product/brand that the market offers. FMCG companies are trying to leverage this consumption appetite of smaller cities with a select range of their premium products packaged in more affordable formats^"" Razdan said.Besides liquidity pressure^ consumer sentiments were also weak because of no job addition^ and salary hike was muted in 2019. Also^ floods in several parts impacted rural demand and high food inflation due to spike in milk and onion prices impacted consumer wallet.""Rural growth is normally ahead of urban growth (in FMCG) but in the last six moths^ it was below urban and specially in the last four months^ it was half of urban^"" he said.According to a report from rating agency Nielsen^ rural India contributes 36 per cent to overall FMCG spends and has historically been growing around 3-5 per cent points faster than urban. However in recent periods^ rural growth is slowing down at a much faster rate compared to urban.While releasing the July-September snapshot for the FMCG industry^ Nielsen had said that it was the ""worst performance by rural India in last seven years"".""For the first time in the last 7 years^ rural growth has dropped below urban. Rural is growing at 5 per cent in Q3'19^ which is 1/4th as compared to 20 per cent in Q3'18^ while urban is growing at 8 per cent as against 14 per cent growth in Q3'18.^"" it said.However^ Roy said that FMCG would come back and there is enough head room to grow. Still FCMG consumption is one fourth of China and rural is one fourth of urban India.""Rural has to catch up with urban India. Food inflation is back^ commodity inflation is back and this is good for FCMG companies from price prospective. Last one year price growth in FMCG was very minimal as it was not required. Now^ milk and palm oil are up^ … which means that there would be price growth of 3-4 per cent for many of the companies^"" he said.However^ some companies^ as Nestle ^ which has lesser rural exposure^ performed well in 2019 as it saw double-digit domestic growth between January and September.According to IBEF report^ fast moving consumer goods (FMCG) sector is the fourth largest sector in the Indian economy with household and personal care accounting for 50 per cent of FMCG sales in India."
11 Sep^ 2020,https://economictimes.indiatimes.com/industry/services/advertising/top-advertisers-return-to-tv-channels-ad-volume-higher-barc-ceo-lulla/articleshow/78042665.cms,Economic Times,Top advertisers return to TV channels; ad volume higher: BARC CEO Lulla,"NEW DELHI: With the gradual reopening of the economy post lockdown^ advertisers from FMCG^ e-commerce^ automobiles and online education sectors are back on TV channels^ recording higher ad volumes^ said Broadcast Audience Research Council (BARC) CEO Sunil Lulla The advertisement volumes^ which had fallen sharply during the lockdown^ are up again as the companies have returned after the unlock process started and supply lines were restored^ he said.Now^ more advertisers and brands are returning to television and several leading advertisers as HUL has surpassed the pre-COVID-19 inventory levels^ Lulla added.""As I speak^ the ad volume of last week is higher than the ad volume in same period of 2019. Ad volumes are back but the pricing may not be up in the same ratio^"" he said.In January^ the advertiser count was 3^244^ which had gone down to 2^031 during the lockdown and has now recovered to 2^674 in August.Over the brand count^ he said it was 4^933 in January and had declined to 3^043 in April during lockdown.It has now gone up to 4^100 in the 28 days of August^ saidÂ Lulla^ who was virtually addressing a session in 'Future of Video India' event.'The gap is closing very fast^' he said adding that it is a good news for the industry.Besides^ ads related to COVID-19 information had grown exponentially during peak lockdown months as several brands were engaged in social messaging.During the peak COVID-19 period^ when the nation was under total lockdown^ many brands took upon themselves to have social messaging around and 22 per cent of the ads were around COVID-19 in April and (at) this point of time 6 per cent of the ads are for COVID-19^ he added.The inventory of top 10 advertisers including leading FMCG companies as HUL and RB has increased by 34 per cent in the unlock period compared to pre-COVID-19 levels.Top companies are HUL^ RB^ Colgate^ P&G^ ITC^ Godrej^ Cadbury ^ Wipro and social media platforms Facebook and Amazon.While for the next 40 companies^ it has been up 57 per cent in unlock period in comparison to the pre COVID-19 times ^ he said.Top advertisers as HUL^ Reckitt have ramped up focus on advertising and have surpassed pre-COVID-19 inventory levels^ he said.According to Lulla^ TV viewing has gone up substantially from the pre-COVID times and continues to be higher.Television continues to be the screen of the Indian household^ though there is a growth of OTT and digital consumption. TV continues to have the maximum audience be it time spent or in terms of reach and in terms of advertising^ he said.According to him^ the news genre saw the largest growth during the initial lockdown weeks while the general entertainment declined as there was no original content production due to the pandemic and movement restrictions."
06 Jun^ 2020,https://economictimes.indiatimes.com/industry/cons-products/fmcg/covid-19-near-term-outlook-for-fmcg-sector-extremely-uncertain-says-hul/articleshow/76230162.cms,Economic Times,COVID-19: Near-term outlook for FMCG sector 'extremely uncertain'^ says HUL,"The near-term outlook for the FMCG market is ""extremely uncertain"" as the COVID-19 outbreak had a ""terrible impact"" and the situation remains volatile with the trajectory of the coronavirus undetermined^ according to HUL. While describing the current situation as ""much more uncertain than normal""^ the FMCG major added that it is confident about its ability to manage the immediate crisis.""The situation remains volatile with the trajectory of the virus undetermined^ evolving hot spot geographies^ the success of containment measures uncertain^ the severity and duration of resulting economic crisis and the extent of structural damage unknown^"" HUL Chairman and Managing Director Sanjiv Mehta said in his address to shareholders in the company's annual report for 2019-20. ""There are many unknowns today and hence^ the near-term outlook is extremely uncertain^"" he added.Though the coronavirus and containment efforts have resulted in supply and demand disruptions^ leading to a sharper growth deceleration^ Hindustan Unilever Ltd (HUL) is confident about medium to long-term growth prospects of the sector.""Despite the near-term ambiguity^ we remain confident of the medium to long-term growth prospects of the FMCG sector^"" HUL said^ adding its strong portfolio of trusted brands and capable teams is built to survive times like these.According to the company^ despite being one of the fastest growing markets globally for FMCG products^ the per capita FMCG consumption in India is still amongst the lowest in the world^ giving the industry a long runway for growth.""The complexity and volatility continue to rise. In the last quarter of financial year 2019-20^ we have seen an unprecedented global breakout of the COVID-19 pandemic leading to a humanitarian crisis^ lockdown across many countries and a significant economic fallout^"" it said^ adding^ ""In India^ the economic impact of COVID-19 is trickling in on the backdrop of an already challenging macro-economic environment.""Mehta said various containment measures and the nationwide lockdown from March 25 caused disruptions across the company's value chain.""We continue to work closely with the government at different levels^ prioritise key SKUs^ make planning cycles more agile and create flexible alternatives. This is helping us reboot our supply lines to a large extent^"" he added.Mehta said 2019-20 witnessed a challenging business environment with lower GDP growth and slowdown in consumption^ which resulted in a weakening consumer sentiment and lower demand for the categories in which HUL operates.For FY20^ HUL's net profit was up 11.48 per cent at Rs 6^756 crore^ compared to Rs 6^060 crore in the previous year. Sales stood at Rs 39^136 crore^ marginally up 1.44 per cent.HUL^ which owns popular brands like Lux^ Lifebuoy^ Surf Excel^ Rin^ Pond's^ Vaseline ^ Lakme^ Dove and Brooke Bond^ added that the pandemic has also impacted consumer behaviour and demand patterns.""Health and hygiene essentials have seen an upswing with household stocking and increased awareness. Consumption trend in other essentials such as fabric solutions^ coffee^ oral care is fairly neutral^"" Mehta said.""We are enhancing the capacities of home and hygiene products ^ which are extremely critical for our consumers in these times^"" he added. HUL is also ""re-purposing"" its core brands and tailoring communication in the light of the current environment.""The Out-of-Home channel is closed^ resulting in near cessation of consumption in food services^ ice creams and life essentials. The impact on discretionary categories is more accentuated as it comes on the backdrop of a slowing market growth^"" Mehta added. HUL said it is staying close to its consumers to adapt to the ""emerging demand patterns in the short term and prepare for any lasting changes in consumer behaviour.""""Many of our categories and brands have moved quickly to re-plan their innovations^ adjust to consumers buying in different channels^ and re-work brand communication to make sure that it remains consumer relevant^"" it said."
25 Aug^ 2020,https://economictimes.indiatimes.com/small-biz/startups/newsbuzz/brew-house-records-10x-growth-during-covid-19-lockdown-as-consumers-turn-health-conscious/articleshow/77735913.cms,Economic Times,Brew House records 10X growth during COVID-19 lockdown as consumers turn health conscious,"India has been traditionally a land of tea^ but like most things^ even tea is evolving to suit the taste of the Indian millennial. Brew House is one such startup that offers certified bottled iced tea. Part of the Positive Food Ventures and founded in 2017^ the company is a collaborative effort of Food Empire Holdings of Singapore and Siddharth Jain ^ who is also the founder of Brew House Ice Tea.Jain always harboured entrepreneurial ambitions^ and he realised that ice tea had become a huge beverage category globally^ amounting to $65 billion^ and growing on the back of rising health concerns. ""I believed that the trend would inevitably hit India^ but it needed to be done the right way to be meaningful. It had to be proper tea^ with no artificial ingredients and less sugar^ which had never been done in India before^"" says Jain.Jain says they built the core team brick by brick over time^ with people who believe in the product and vision. ""I put in 50 lakh of my money to get this off the ground. That included developing the first batches of perfect-tasting ice teas^ starting to build a brand^ and eventually creating the first real stock of inventory. After that^ we had help from an angel investor^ and eventually^ larger institutional investors.""Brew House has investments from angel investor Dheeraj Jain and the Food Empire Group of Singapore. Brew House is closing a fresh round of investment that they hope to announce soon. Brewhouse started with an initial investment of $600^000 from Singapore Exchange-listed global FMCG company Food Empire. In September 2018^ they raised an additional $2 million in funding.Jain said that in the initial days when India became aware of COVID-19^ Brew House's sales took a hit and they had to rationalise the workforce. ""Around mid-March^ we had already started asking our employees to work from home^ that is continuing^ and we are keeping their safety as our number one priority^"" Jain shared. As lockdown restrictions began to ease^ Jain says there has been an improvement in sales and new online channel has opened up. The founder believes the pandemic has ensured that customers are much more health conscious and looking for healthier products.Brew House is now set to launch new ice tea products - ginger turmeric lemonade and strawberry hibiscus lemonade. The startup promises the new products to be both highly innovative and taste great^ and most importantly^ a great immunity booster. The startup will also launch low-calorie ice teas.Brew House has been aggressively working with both smaller cloud kitchens^ and hospitality brands such as Taj Palace Mumbai and the ITC Grand Bharat apart from direct online sales through their platforms. As people feel the need for an organic beverage brand that offers cleaner^ healthier products^ Brew House now has an enormous opportunity to sell in a space where the consumer post-COVID-19 has become very conscious about health and what they consume.""We have seen a 10x growth from the start of the lockdown to now^ in August^ and we hope that this will continue to rise as people become more aware of what they are eating and drinking^"" Jain revealed. ""The antioxidant properties of organic and real-brewed tea helps to maintain a strong immune system and as a result^ can help people fight off illnesses. We hope more and more people see the benefit of this and choose to not switch back to regular drinking over-sweetened sugary drinks."""
21 Mar^ 2020,https://economictimes.indiatimes.com/industry/cons-products/consumers-stock-up-on-fmcg-bulk-packs-due-to-covid-19-outbreak/articleshow/74741539.cms,Economic Times,Consumers stock up on FMCG bulk packs due to Covid-19 outbreak,NEW DELHI: Companies and retailers are reporting higher sales of large packs of biscuits^ noodles^ rice^ edible oils and hygiene products such as handwash and floor cleaners^ as consumers stock up grocery amid apprehensions of a lockdown due to Covid-19 outbreak.This bucks the trend of the past three to four quarters^ when individual consumption and smaller packs were doing better on account of slowing sales.“We are seeing over 20% surge in demand for biscuit packs of 1 kg^ 2 kg and 800 gm for entry-level and indulgence categories^” said Mayank Shah^ category head^ Parle Products ^ which makes KrackJack^ Monaco and Parle-G.Companies and retailers said demand for bulk packs shot up in general trade^ which constitutes some 90% of FMCG sales^ for the past week. Packaged basmati rice producer Kohinoor Foods’ joint managing director Gurnam Arora said^ “We are seeing a rapidly changing buying pattern over the past week. Consumers who usually bought 1-2 kg rice^ have switched to 5-kg packs.”With restaurants shut and people cooking and working from home^ demand for large packs of cooking ingredients such as condiments and spices too has shot up. “Large packs are contributing over-proportionately to growth^” said Oliver Mirza^ managing director^ Dr Oetker^ which makes and sells spreads^ mayonnaise^ peanut butter and dressings. “Against the average monthly unit sales through the calendar year of 2019^ we see growth of over 20%^ especially in large packs.” He said this had been the trend for a month.Marico India managing director Saugata Gupta said consumers are pantrystocking on sales of bulk packs of edible oils^ with households doubling up on product replenishment cycles. The past one week^ consumers have been over overstocking on grocery.
16 Apr^ 2020,https://economictimes.indiatimes.com/jobs/retailers-e-commerce-fmcg-to-hire-migrant-workers/articleshow/75186051.cms,Economic Times,Retailers^ e-commerce^ FMCG to hire migrant workers,KOLKATA: Several food and grocery retailers and e-tailers as well as essential manufacturing industries plan to hire migrant workers stuck in cities and large industrial towns as they continue to fill an acute labour shortage.Large retail chain^ FMCG companies like Amul and Parle Products ^ e-commerce firms like Flipkart and Grofers RPG Group and several temp staffing companies like TeamLease and CIEL HR Services have already hired some of the workers or are in the process^ company executives said.“There is a big opportunity to hire migrant workers in places like Delhi^ Mumbai^ Gujarat and other cities^” said RS S Sodhi^ MD at Amul^ India’s largest dairy firm. He said the company will work with partners to facilitate the process.Flipkart has already hired migrant workers in its ramping up of back-end manpower by 4^000 new people and looking at more opportunities. So has Grofers^ which has hired few migrant workers amongst the 2^000 people it has already onboarded and will continue in its plans to hire an additional 5^000.Retailers Association of India (RAI) CEO Kumar Rajagopalan said some of the large food-and-grocery retail chains are already hiring or going to hire migrant workers for backend roles like loading and unloading.“But not all can be employed or would want to work^ since they are skilled like painters and carpenters^ and several want to go back home^” he said.Lakhs of migrant workers are held back in large cities because they could not return to their native places due to the lockdown clamped last month. Partial relief to some industries like e-commerce and manufacturing from next week could create demand for these workers^ industry executives said.Rituparna Chakraborty^ co-founder at temp staffing firm TeamLease Services said she was tapping into jobless migrant and local workers.“We are trying to put them in jobs like delivery^ in stores^ warehouses^ stacking^ which are suffering from a labour shortage^” she said.Recruitment and staffing firm CIEL HR Services CEO Aditya Narayan Mishra said the labour problem in many companies may not ease anytime soon since there are curbs on interstate movement.“Right now the priority is not the quality or the training^ but to start and ramp up operations^” he said.However^ industry executives said one bottle-neck could be the restrictions on allowing workers in plants^ which at best is 50%^ and in most cases much lower^ depending on the states.India’s largest biscuit maker by volume^ Parle Products’ category head Mayank Shah said while it wants to hire more workers^ there are manpower restrictions to be followed.RPG Group-owned KEC International chief of HR Somraj Roy said its projects across T&D^ civil^ railways need a large workforce.“While we have close to 20^000 contractual workers in various categories at our project sites ready to start work as soon as the lockdown is lifted^ some of them have gone back to their villages. We do hope to meet our requirements in a phased manner once lockdown is over^” he said.
07 Aug^ 2020,https://economictimes.indiatimes.com/markets/stocks/news/sensex-slips-150-points-as-covid-cases-soar-nifty-slips-below-11150/articleshow/77406238.cms,Economic Times,Sensex slips 150 points as Covid cases soar; Nifty slips below 11^150,NEW DELHI: Domestic equity indices slipped in early trade on Friday as focus shifted to the worrying pace of Covid-19 outbreak that is threatening a delayed recovery in economic conditions in India.India has reported over 20 lakh Covid-19 cases by now with more than 41^600 deaths.The country is reporting Covid-19 cases at the fastest pace in the world^ despite having among the lowest testing per capita among major economies.At 09.27 am^ BSE flagship Sensex was down 155 points or 0.41 per cent at 37^869 while NSE benchmark Nifty dipped 36 points or 0.33 per cent to 11^163. Media^ realty and FMCG stocks were in demand while select bank and metal names saw profit booking.In the 30-share pack Sensex^ Bajaj Finserv was the biggest gainer^ up 0.66 per cent at Rs 6^334. It was followed by IndusInd Bank^ Asian Paints^ UltraTech Cement^ PowerGrid and ONGC that gained in the range of 0-1 per cent.HCL Tech was the biggest loser in the pack^ down 1.68 per cent to Rs 963^ followed by Infosys^ HDFC Bank^ ICICI Bank^ Sun Pharma and HDFC that were other stocks trading in the red^ down about a pe cent.Broader market indices were faring better than their headline peers as Nifty Smallcap added 0.25 per cent while Nifty Midcap climbed 0.84 per cent. Broadest index on NSE^ Nifty 500 was down 0.06 per cent.Barring Nifty Realty and Nifty Media that added 0.76 per cent and 0.50 per cent^ respectively. all sectoral indices on NSE were trading with cuts. Nifty Bank was the biggest loser^ down 0.78 per cent^ followed by Nifty IT and Nifty Financial Service that slipped about half a per cent each.Asia shares dropped in Friday's trade despite overnight gains in US stocks^ as investors awaited a US nonfarm payrolls report.Japan's Nikkei 225 index was down 41.45 points or 0.20 per cent at 22^363.04 in early trade. Hong Kong's Hang Seng fell 211 points or 0.8 per cent to 24^731.72.China's Shanghai Composite index declined 17.39 points or 0.51 per cent to 3^369.24.Overnight^ Dow rose 0.68% and S&P500 0.64%. The Nasdaq rose 1%^ marking the fourth straight day of record peaks and closing highs as the tech-heavy index ended the session above 11^000 for the first time.
06 Aug^ 2020,https://economictimes.indiatimes.com/jobs/covid-effect-companies-now-hiring-a-mix-of-full-time-part-time-workers/articleshow/77385462.cms,Economic Times,Covid effect on hiring: Companies now hiring a mix of full-time^ part-time workers,Covid-effect: Companies now hiring a mix of full-time^ part-time workersThe young workforce is driving the trend^ with about 40% of these workers having less than five years of experience^ said the report.SynopsisA report on the state of the professional gig economy during Covid shows that the success of work-from-home is pushing companies to hire a mix of full-time^ flexible and freelance workers^ which is pushing the demand for white-collar gig workers.
20 Jul^ 2020,https://economictimes.indiatimes.com/markets/expert-view/there-are-4-main-consumption-drivers-in-post-covid-india-nielsen-global-connect/articleshow/77065176.cms,Economic Times,There are 4 main consumption drivers in post-Covid India: Nielsen Global Connect,Healthy food^ personal and home hygiene^ medical expenses and fitness are main consumer drivers ^ Then there is education and then entertainment and investment^ says Pasun Basu ^ president^ South Asia^ Nielsen Global Connect There is a little bit of pent-up demand. In fact^ some of our consumer trends are showing that as well and I will come to that^ but whether we expect this to go down in a significant way in the coming months^ I do not think so. People were in a bit of a kind of confide mode and there was a “break free” that was needed and some of the consumer trends are clearly showing that break free tendency. So an upsurge in June is coming from that. It is largely sustainable and is almost coming up to the pre-Covid levels that is as it was in December^ January and February. Most of this will sustain.Till May^ we were seeing a very big difference with the discretionary items staying really low and a lot of de-growth while the essentials were still doing well. In June^ we find there has been an overall increase. For example^ beauty care demand has gone up though it is still below the pre-Covid levels. Daily necessity items like toothpaste^ shampoos^ hair oils^ washing powders have gone up and they are starting to rail slightly above the pre-Covid levels. That is where the combination of pent-up demand and real sustainable demand comes in.Anything to do with hygiene^ has really been going up. So the very heightened hygiene situation is there and those are trailing anywhere in the range of 10% to 20% over the pre-Covid levels. Anything to do with hygiene categories like liquid toilet soaps^ floor cleaners also. Even the discretionary categories are starting to get some spending.Let us look at the basic consumer drivers. Where are the consumers spending most of their money? They are saying the top one is healthy food and just note the points. So healthy food is the first one^ personal and home hygiene is the second one^ medical expenses is the third one^ fitness is the fourth one and then there is education and then entertainment and investment.If you look at it^ there are three buckets – one is anything to do with health^ healthy food^ hygiene^ medical and fitness^ then it is education. There is obviously entertainment and there is investment. That is where they want to spend more money. They are really building the blocks for their future sustenance. They are building a strong armour from a long-term standpoint and what they are going to go down on. The big ones that consumers will go down on are dining out^ travel^ luxury brand spends^ new cars^ new bikes^ tobacco and apparel.So^ one can see really that entertainment areas are going to dramatically come down and that is where the balancing of the budget and wallet will happen and big times spend on health^ education to some extent and then investment will be done to secure the future.The other big trend that is happening which is very important is that people are starting to break free. So when you look at questions like will you cover your mask when you go outside^ will you stay away from public gatherings etc -- some of those numbers are very high^ but they are dropping. People are getting really restless and want to come out of the house. People are restless about keeping masks on. So while those are very high numbers^ they have dropped by 10-15%. So^ something that was 90%^ has dropped to 85%^ something was 85% has dropped to 70%. What has gone up in the same situation is home remedies to boost immunity.Long-term^ people are still saying that they will use masks^ follow social distancing six months down the line. So^ half of the society is still going to follow these norms but the other half is starting to break free and they are saying let me do something long term. As a result^ you will find big category shifts happening over time.Categories which cater to these fundamental trends of health hygiene^ fitness^ exercises^ etc^ will do well and communicate on those lines and launch products on those lines could do well^ something to do with education will do well but all of these other entertainment options that we are talking about they are going to dramatically going down. There will be a very big rebalance of categories in my mind even within FMCG and outside of FMCG a lot more.Rural market is picking up a lot^ very good questions. We were forecasting that rural will go up in the coming months and we have forecast growth in the second half of the year^ but it is really heartening to see that rural has gone up already to around 8% to 9% more than pre-Covid levels. That is a very promising trend and that is coming out of good monsoons which are already happening.The rabi crop has been very good and with a reverse migration^ rural heavy parts of the country are actually getting a boost of 1% to 2%. So everything put together. rural is up 8-9% over the pre-Covid period and I definitely feel rural demand will sustain. The next six to nine months will be the time for rural India. We have tried to do some forecasting here. We have said that in the next nine months -- between July and March next year -- we are going to possibly see 4-5% overall FMCG growth but the rural growth will be almost double of the urban growth. If urban grows in the 2% to 3% range^ rural will grow maybe in the range of 6% or so. That is the kind of rural growth that we are expecting to see^As long as Covid stays contained^ I expect those forecasts to come through. It is showing around 8% growth in June versus pre-Covid times.Let me give you some very interesting stats on both traditional trade and e-commerce. It is true that the bigger theme here is digitalisation and e-commerce is obviously digital but traditional trade is also very fast becoming digital. Today around 10% plus have digitised in spite of the huge store base that we have.Interestingly^ the June data shows that traditional trade has bounced back by 27 points and traditional trade sales are almost back to the pre-Covid level. Stores were closed for 12 days in April^ from around 10-11 days in March. There were only 3-4 days of stores closures in June. So traditional trade stores are now mostly open. Digitisation is happening and it has bounced back by 27 points all the way to pre-Covidlevels.On the other hand^ e-commerce is still the most preferred contactless method of getting stuff. When you ask people about their preferred mode of delivery^ e-commerce is at the top at 40%^ home delivery from neighbourhood shops comes next at 34% and all other home delivery of aggregators^ etc^ comes to another 30%. Both these have gone up by 9% over a couple of months. So there’s a 9% increase in both home delivery from neighbour stores as well as food aggregators. On the other hand^ visiting stores to the point that Milind said they are down in the range of 10% to 25%. The number of neighbourhood stores are down by around 10% whereas department stores and^ modern trade are down almost by half.You will find this rebalance where we will have to reach the staff to the consumer doorsteps^ to the consumers home and as long as we reach it^ both hyper local and e-commerce will do well. We are finding in the data that traditional trade is doing very well and e-commerce is doing well and all these delivery modes are doing well. There are different avenues and channels upto the doorstep of the consumer and so contactless is going to be the word for the future.
13 Jul^ 2020,https://economictimes.indiatimes.com/small-biz/startups/newsbuzz/covid-19-gives-rise-to-opportunities-for-the-ma-sector-amidst-the-crisis/articleshow/76871498.cms,Economic Times,COVID-19 gives rise to opportunities for the M&A sector amidst the crisis,"NEW DELHI: As the effects of COVID-19 continue to unfold^ the corporate world has witnessed a sea of change in mergers and acquisitions (M&A) transactions^ with deal pipelines limited to value buying and bargaining for cheap assets.Q1 2020 witnessed a decrease in M&A activity in terms of volume and value of 25% and 14% respectively in comparison to the same time last year. Similarly Q2 2020 recorded just 90 M&A deals as compared to 231 in Q1 2020^ a drop of 61%. The telecommunications sector grew 220x in comparison to last year in terms of deal value in Q2 2020 the deal value increased by 19% primarily due to a big ticket deal in which Facebook acquired Jio Platforms from Reliance Industries for $5.73 billion through its wholly owned subsidiary Jaadhu Holdings LLC.In the first half of the calendar year 2020^ out of all deal categories like inbound^ outbound and domestic^ the greatest M&A deal activity was witnessed in the domestic category which recorded 179 deals compared to 38 inbound and 24 outbound deals. The activity in the domestic category accounted for 64% of the overall deal activity; amounting to $11.9 billion of the total $22.8 billion seen in the first half of 2020.With the onset of the pandemic^ there has been a dip in the count of deals across sectors^ however Telecommunications^ Financials^ Healthcare and Consumer Staples have been able to up their percentage share marginally in terms of count of deals in the overall tally. Some sectors have or will be worse hit than others^ such as the ill-fated aviation and hospitality industries^ while others such as FMCG^ pharma and other 'essential' sectors can benefit.""The crisis may open up some buy-side opportunities^ leveraging on the lower valuations in the short term to seek higher return on capital in the long term.While the current deal activity is down^ distress takeovers might provide new energy and we might witness potential delays in obtaining regulatory approvals. Cross border deals would also take a hit as PEs and MNCs look to conserve cash.""said Sahaj R Kumar^ Head- Research^ VCCEdge ^ in a statement.The global business lockdown has created opportunities for Indian firms waiting with cash eyeing quality international assets.In light of the economic slowdown^ the government has announced multiple incentives for various sectors. For instance^ the recently announced lower corporate tax regime with an effective rate of 17.16% for manufacturing companies^ coupled with several production-linked incentive schemes such as the Scheme for Promotion of Manufacturing of Electronic Components and Semiconductors ( SPECS ) are likely to improve the domestic supply chain and invite a share of global manufacturing to India.The global business disruption due to the worldwide lockdown has not just put firms on a reset mode but also pushed thousands of companies on the road to bankruptcy. Many would begin to consider consolidation to ensure business continuity.According to VCCEdge^ the folly of putting most eggs in one basket is now more than apparent to the global majors and this creates a picture where MNCs would look more seriously at putting up an India base to derisk their supply chains.Post COVID-19^ the 'Make In India' initiative of the government has received more impetus. Hence^ there could be seen a growing number of investments and consolidations in India origin firms so as to be more prepared for the future. Furthermore^ with the migrant workforce being dispersed in the lockdown era^ it could trigger the need for localised investments and consolidations at the state level as well."
