Date,URL,Newspaper,Title,Article,Day,Month
2020-05-30,https://www.thehindubusinessline.com/opinion/columns/aarati-krishnan/how-will-consumption-shape-up-post-covid/article31704477.ece,The Hindu BusinessLine,How will consumption shape up post Covid?,Now that there’s a fair bit of agreement that India’s GDP will shrink this fiscal^ the debate has switched to the shape of the subsequent recovery. Will the recovery be V-shaped or will it be a U-shaped bathtub with slippery sides^ to quote former IMF economist Simon Johnson?This will depend overwhelmingly on just one thing — how soon the Indian consumer can be expected to loosen her purse strings. Private consumption^ pitching in with 57 per cent of India’s GDP^ has also been its most hardy component^ rebounding quickly after shocks such as the global financial crisis and demonetisation. But the Covid crisis is materially different from previous crises owing to its twin assault on consumer sentiment^ inflicting not just income losses^ but also the primal fear of whether one will survive.Job and income prospectsWhile the dearth of official employment data makes it hard to quantify how Covid has impacted income prospects^ CMIE has shared some alarming statistics on the unemployment situation. After surveying a sample of 43^600 households in its Consumer Pyramids Household Survey^ it estimated that total employment numbers in India dropped by about 122 million in April after the lockdown on a base of about 404 million.The composition of jobs lost suggests that self-employed folks have borne the brunt of job losses^ while the salaried were less affected. CMIE estimates that 71 per cent of the 128 million small traders/daily wagers and 26 per cent of the 68 million entrepreneurs lost jobs in April^ while 23 per cent of the 86 million salaried folks dropped out.While a good proportion of the job losses in the self-employed category may be temporary (trade will resume as the lockdown is eased)^ there’s no doubt that the pandemic has forced some folks out of employment for good^ even as it has reduced pay for the salaried. This suggests that overall consumption pie is likely to shrink post-Covid.If income prospects decide the consumer’s ability get back to her usual spending habits^ sentiment will decide her willingness to do so. On this count^ Deloitte’s ‘State of the Consumer Tracker’ suggests that the pandemic has battered Indian consumer sentiment far more than elsewhere in the world. In the latest instalment of its survey on May 16^ Indians topped Deloitte’s Global Anxiety Index^ with 33 per cent of them saying they felt more anxious than the previous week. Anxiety levels in other nations^ some far worse-hit by Covid^ were significantly lower at a negative 33 per cent to plus 17 per cent.India also had a high proportion of consumers who worried about making upcoming payments (46 per cent)^ losing jobs (53 per cent) and were putting off large purchases (63 per cent). Strangely^ consumers in the US^ which has reported six-figure Covid fatalities^ are more sanguine^ with only 27 per cent worrying about payments^ 37 per cent about job losses and 43 per cent deferring big purchases.Shape of the revivalThis offers two pointers on the shape of the consumption revival in India.One^ even if the unemployment situation improves with easing of the lockdown^ consumers will be looking for evidence that the Covid menace is behind them^ before loosening their purse strings. Here^ Deloitte numbers on Japan are eye-opening. Japan’s Anxiety Index^ which was neck-and-neck with India in mid-April at 39 per cent^ had slumped to minus 5 per cent by May 16^ as new cases dwindled and the country lifted emergency measures. This makes the timeline of the revival hard to predict.Two^ with less of a blow to sentiment^ consumers in Bharat may be quicker to recover than those from urban India. Virus hotspots are presently clustered in the metros^ with little impact on the hinterland. Agricultural incomes are somewhat insulated from demand pressures^ especially after a good monsoon and rabi harvest. Most of the Centre’s direct stimulus measures also target rural rather than urban India (Doubling of MGNREGA outlays^ PM-Kisan payouts).While rural sentiment may make a quick comeback^ incomes are unlikely to. The drying up of repatriated incomes from cities and more folks competing for low-paying farm jobs will likely rein in spending.Right^ if we have to brace for a U-shaped recovery with more Scrooge-ish consumers^ what are the likely changes in spending behaviour? Here are a few^ based mainly on anecdotal evidence:Health^ hygiene and nutritionWith consumers confined to their homes and worried about their future^ the basics such as nutrition^ health and hygiene products are taking priority over more discretionary buys^ and this trend may last post-Covid. FMCG companies from Hindustan Unilever to Dabur have^ in their recent quarterly commentaries^ highlighted resilient sales of food and home-care products while indulgences such as ice creams and grooming products have taken a knock. While a 3-6x surge in categories such as hand sanitizers since March is no surprise^ an interesting corollary is the jump in the offtake of perceived wellness and immunity-boosting products such as Chyawanprash and honey^ malted drinks such as Horlicks and Boost^ oats and nutritional supplements. The shift from eating out to home cooking seems to have sparked demand for ready-to-cook packaged meals^ kitchen staples and sauces. With FMCG-makers rolling out new products in these segments^ they clearly expect the shift to last beyond Covid.Making room for these spends may entail cutbacks elsewhere. Deloitte studies say that since April^ India have consistently featured a high proportion of consumers looking to increase spends on non-discretionary items such as groceries^ household goods^ healthcare while slashing them on travel^ restaurants^ home décor^ apparel and alcohol.As Covid recedes^ bruised consumer sentiment may mend enough to permit smaller indulgences such as ordering in^ visiting salons^ buying grooming products or restocking lingerie (thanks to the ‘lipstick effect’ — lipstick sales are said to go up after economic shocks because women want to treat themselves). But big-ticket purchases of consumer durables^ automobiles or homes may take much longer to come back^ not just due to the consumers’ frugal mood^ but also debt aversion. Where consumers perceive an urgent need to make a big purchase for safety considerations^ such as personal transport^ they may downtrade to limit outlays — opting for two-wheelers instead of cars or hatchbacks instead of SUVs. They may also prefer to reuse and refurbish^ gravitating towards refurbishing their vehicles and homes or buying pre-owned cars and electronics.Homebody economyAs Covid was wreaking havoc in China^ market researcher Nielsen noted the emerging ‘homebody economy’ where more folks preferred to shop^ study^ work and entertain themselves at home. This resulted in a surge for health products (air purifiers^ fitness bands) and home entertainment (home theatres^ gaming equipment)^ even as folks were more than willing to upgrade to 5G phones and bigger data plans.April data on Internet usage in India certainly indicates that Internet bills have proved a notable exception to ongoing spending cuts^ with Airtel noting strong demand for new broadband connections. Home Internet^ mobile phones^ entertainment and cable TV are also among the few discretionary items in the Deloitte study^ where Indians have vowed to increase spends despite Covid.It is also clear that the ‘couch potato’ lifestyle has appealed to many Indians^ which will render them willing to shop online even for unconventional categories such as alcohol^ footwear and electronics.In the US^ a version of Nielsen’s homebody economy is leading to a surge in sales of eclectic kitchen appliances^ from electric pasta-makers to bread and soda-makers. In India^ this may augur well for sales of pressure cookers^ cookware^ roti-makers^ wet grinders^ microwaves etc^ apart from home-cleaning equipment.Overall^ the shape of India’s consumption revival will depend not just on how quickly consumers regain their mojo^ but also on how nimbly consumer firms adapt to these behavioural shifts.,30,05
2020-05-29,https://www.thehindubusinessline.com/economy/msde-to-drive-skilling-in-healthcare-logistics-e-commerce-mahendra-nath-pandey/article31703546.ece,The Hindu BusinessLine,MSDE to drive skilling in healthcare^ logistics^ e-commerce: Mahendra Nath Pandey,With significant number of skilled and semi-skilled labourers going back home^ Ministry of Skill Development and Entrepreneurship (MSDE) is in talks with local administration for deploying unskilled labourers locally. For the skilled workforce^ the Ministry proposes to re-skill them and connect them to relevant industries over the next few months. In an interview with BusinessLine Mahendra Nath Pandey^ Minister for MSDE said that sectors such as pharmaceuticals^ FMCG^ healthcare^ logistics and e-commerce will see a significant growth in skilling. Excerpts:Will focus be on imparting skills in rural India now^ as most of the workers^ especially migrant workers^ are looking for jobs locally?Many workers^ especially the skilled and experienced labour^ are looking for work closer to their homes. We are aware of this and are keeping a close eye on the changing dynamics in this time of reverse migration. We have started working with some partner organisations on mapping out the best way to deploy our training resources and re-connect them to employment opportunities near their native places.We are also talking to local administration to take their help with deploying unskilled labour locally while the skilled workforce will be re-skilled and connected to relevant industries over the next few months. This will help migrant workers earn a livelihood and may immediately provide industries the much-needed workforce to kick-start operations. Once this is done^ then we will provide recognition of prior learning (RPL) certificates.What new skill sets will be in demand due to the Covid-19 pandemic?Sectors such as pharmaceuticals^ FMCG^ healthcare^ logistics and e-commerce will see a significant growth in skilling.In addition to this^ our focus would be on new-age skills like Artificial Intelligence^ cloud computing^ machine learning and the Internet of things (IoT). These will become increasingly important in the post-Coronavirus world and be highly in demand.Technology has also helped in removing barriers including geographical and socio-economic barriers while making job roles increasingly specialised.How the schemes that the Ministry of Skill Development and Entrepreneurship has introduced in the past are helping people in this time of crisis?Under the Pradhan Mantri Kaushal Vikas Yojana (PMKVY)^ we have extended our support to the healthcare sector with 1.75 lakh trained professionals who assisted in containing the further spread of the infection.In addition to this^ in the life science sector^ we have been able to support with skilled youth who are helping with the mass manufacture of life saving drugs needed to fight Covid-19.We also have a database of close to 1^000 skilled plumbers who volunteered to support plumbing requirements near their area during this pandemic^ following all norms of social distancing and other necessary precautions.How will training be provided in the Industrial Training Institutes (ITIs) in future? Will there be any changes in the way they function?Although much of the training operations are on hold currently in order to comply with the ongoing lockdown^ we have been functioning remotely as much as possible to ensure all operations resume successfully once the lockdown ends. Due to the practical nature of vocational courses^ the conventional brick and mortar model of training may need to evolve. Training providers may need to embed online components into existing training programmes.The Ministry has made available extensive online digital learning resources through the Directorate General of Training (DGT).Additionally^ we are also evaluating if the 2^700 government run ITIs and 300 Government run polytechnics can start medium duration training programmes outside college timings on Public Private Partnership (PPP) mode in skills where there is demand and supply gap.This will eventually lead to high quality skill training over the next few years. Programme for training of trainers shall be taken up at a massive scale^ so that they can respond to the changes and are available in adequate numbers for new needs.What is the way forward for the Ministry of Skill development and Entrepreneurship?Even sectors not directly involved with the Covid-19 but support the essential services like the agriculture sector is now benefitting from the new age skills we have been imparting. Sectors like home services and e-commerce have been vital.We expect that in the post-Covid era^ people will prefer to call professionals to their home rather than go to public places to get certain services.These home services will grow exponentially and provide more opportunities for the youth.Our skill councils in sectors such as beauty and wellness^ domestic workers^ electronics^ and food industry capacity and skill initiative^ and construction are working on revised guidelines post pandemic to ensure a safe working environment and quality delivery of services.,29,05
2020-05-28,https://www.thehindubusinessline.com/companies/we-see-massive-shifts-in-shopping-behaviour-product-distribution-in-6-months-marico/article31692741.ece,The Hindu BusinessLine,We see massive shifts in shopping behaviour^ product distribution in 6 months: Marico,The FMCG sector was already grappling with the economic slowdown when the pandemic struck. While its volume growth has dipped^ the sector is less impacted than other beleaguered industries because of the inherent need for essential goods. In an interview with BusinessLine^ Saugata Gupta^ MD & CEO^ Marico Ltd^ spoke about how the company is faring amid the pandemic^ its strategy^ changing consumer habits and shopping behaviour. Excerpts:What are the changes you are seeing due to the Covid-19 situation?I think compared to other industries^ our sector (FMCG) is significantly less impacted. There would be a squeeze in the disposable income at the bottom of the pyramid of the middle class. You also see a shift towards health and hygiene^ immunity and well-being. As people are going out less^ there would be a little less (focus on) grooming. The other would be the shopping behaviour — people are going to use more e-commerce^ the neighbourhood kiranas and home delivery. So^ the omnichannel will grow. There will be fewer footfalls in modern trade because of social distancing. Another reason is people are not going to travel long distances to shop. You have to adapt to those changes.There will be a huge impact in the middle income and the bottom income groups. Whether the migration will get reversed^ we don't know. The urban bottom of the pyramid will be far more impacted than rural^ maybe. If the harvest is fine^ I think the rural (demand) will be much more in control.Marico has experimented with new forms of distribution and delivery. Do you think it’s a long-term thing^ where you yourself connect to the consumer directly?People with direct distribution or alternate channels of fulfilment are more likely to do well. People are looking at^ first^ availability^ second^ trusted brands. And third^ as things normalise^ people are going to look for value^ because right now^ they are doing pantry loading and buying large packs^ but as it normalises^ they are going to look for value. So^ I would say that amongst all the experiments we are doing in distribution^ some will obviously get scaled up and will become the new normal. We would like to continue with direct-to-consumer because that gives us direct contact and access to data^ which is very good for consumer engagement.We will look at multiple fulfilment^ and I think the omnichannel is here to stay. A lot of transformation in what I would call the go-to market or the shift to e-commerce — what would have happened in two-three years — will now happen in six months.Earlier^ you would have seen a lot of promoters in a supermarket. They used to give samples and detail out products. Now^ with social distancing^ that will go out. For example^ the entire way personal care or beauty is sold will change. In beauty outlets^ there used to be these beauty advisors who would help you buy a product. All that will now go because of social distancing and will move to online maybe. I think^ in shopping behaviour and distribution^ things that would have taken three-four years to change^ will happen in the next six months.How are you operating your factories with all the restrictions in place?We are hand-to-mouth and are operating with zero inventory of products. We are rejigging some of the supply and factory lines so that it can accommodate social distancing without a significant loss in productivity.Are you looking at a rejig in the product portfolio?Last year^ we were focussing on male grooming^ skincare and some of the premium part of our hair nourishment and skincare. Although^ in the long term^ we will stay invested (in these categories)^ we will lie low on it for the next 12 months . I believe discretionary purchases will get impacted and^ therefore^ we are diverting some of our spending towards health and hygiene and food.How is Marico preparing for this change?Fortunately for us^ the e-commerce contribution is already 5 per cent. We were having a digital transformation journey in the organisation^ with respect to consumer engagement^ performance marketing and analytics. We are going to accelerate that entire area. Second thing is^ we are re-imagining the entire go-to market in terms of agility^ demand sensing and ensuring that the product is available to the consumer.So^ some of the experiments which we are doing will get scaled up...the entire automation^ digital and new way of work will get scaled up...Then there is the return of the neighbourhood kirana. I think everybody was almost sounding the death knell for the kirana^ saying modern trade will gobble it up. I think these small format^ open format stores have made a great comeback during Covid-19 times. They have been able to really service the consumers. Therefore^ I think that is one reverse change that is going to happen in the next one year.There is a view that there is a lot of pent up demand and that we will have a V-shaped growth. Do you agree?Basically^ given India's per capita income and all^ there could be a pent up demand at the top end^ but I don't see there will be a pent up demand translating into a V-shaped recovery because people are far more careful in the middle class and in the bottom end. I don't see the kind of revenge buying that has happened in China happening here.Do you think the measures announced by the government so far would be enough to trigger demand?Some of the measures will give liquidity^ but some of the measures will take medium-term to long-term to pan out. For example^ the decision on MNREGA is going to give cash directly to consumers^ which will improve liquidity. But will it improve sentiment for spending? I'm not sure. Whatever the government has done^ they have tried to do their best based on the current situation. Maybe a little more to spur direct consumption would have helped.Marico has been investing in start-ups lately. Will you be continuing with that?We will continue^ but maybe the portfolio could be different. Even if we do^ we will look at categories which we believe are more tuned into the current situation.Do you think the pandemic will come in the way of Marico’s target of becoming a ₹10^000-crore company by 2020-21?Yes^ obviously. It’s too early to talk about it^ but this year^ it will definitely take a toll on growth.How are you looking at the branding and advertising aspect of the business?There would be at least a 150 basis point reduction in advertising and promotional spends this year.When do you see the demand coming back to the pre-Covid level?It depends on the vaccine. Otherwise^ this will be a new normal that we will have to live with. A lockdown is a much more easy decision^ getting out of the lockdown is a lot more tougher.,28,05
2020-05-27,https://www.thehindubusinessline.com/companies/dabur-q4-profit-slides-24-due-to-covid-19-impact/article31688111.ece,The Hindu BusinessLine,Dabur Q4 profit slides 24% due to Covid-19 impact,FMCG major Dabur India on Wednesday reported a consolidated net profit of ₹281 crore for the quarter ended March 31^ down 24 per cent year-on-year (YoY)^ due to the adverse impact of Covid-19 and the subsequent lockdown.The company had reported a consolidated net profit of ₹370 crore in the previous-year period. Consolidated revenue from operations for the fourth quarter declined 12.3 per cent to ₹1^865 crore.For the full year 2019-20^ net profit stood at ₹1^445 crore^ which was almost flat^ compared to ₹1^442 crore in the previous fiscal. Revenue from operations stood at ₹8^704 crore^ up 2 per cent.The company's board recommended a final dividend of 160 per cent. “Continuing with our dividend payout policy^ the board has proposed a dividend of ₹1.60 per share^ aggregating to ₹282.74 crore^” said Dabur India Chairman Amit Burman.“The 2019-20 net profit was impacted by a one-time impairment in value of investments to the tune of ₹100 crore. Excluding this impairment^ the net profit for the year marked a 5.8 per cent growth year-on-year^” said the company.“Dabur opened the fourth quarter on a positive note^ successfully tapping the growth opportunities. However^ the Covid outbreak in March^ followed by the nationwide lockdown^ caused severe disruptions in our business and brought sales to a virtual standstill in the second fortnight of March 2020^” said Mohit Malhotra^ CEO^ Dabur India.He said with most of the products across the healthcare^ home and personal care portfolio falling in the non-essential category^ “the pre-season sales of summer-skewed products to meet the seasonal demand was severely impacted.”“As the lockdown restrictions eased gradually^ Dabur has been at the forefront on delivering authentic Ayurvedic solutions to meet the emerging healthcare needs of consumers. Demand patterns have changed significantly^ with consumers increasingly seeking Ayurveda-based interventions for boosting their immunity^ besides products that meet their personal and household hygiene needs^” Malhotra said.The company said it has witnessed a 400 per cent surge in demand for Dabur Chyawanprash and an 80 per cent growth in Dabur Honey. Facing a stock-out situation in the market^ it has already made investments to meet the growing demand for such products.,27,05
2020-05-26,https://www.thehindubusinessline.com/markets/stock-markets/what-all-can-be-done-must-be-done-by-the-centre-angel-broking-ceo/article31677038.ece,The Hindu BusinessLine,What all can be done^ must be done by the Centre: Angel Broking CEO,Vinay Agrawal^ first CEO of Angel Broking^ who has been developing successful business strategies and strong analytical skills for the broking house^ explains why the market is not satisfied with the ₹20-lakh-crore package from the Union Government. In an e-mail interview with BusinessLine^ he discusses various issues impacting market direction. Excerpts:With the government announcing a ₹20-lakh-crore package^ where do you see the markets going? Is it sufficient to stimulate market sentiment?Markets have had a mixed reaction to the government’s stimulus package^ with lack of actual spending by the government not being appreciated well by the markets. The stimulus package focusses more on credit than on actual spend. While the ₹20-lakh-crore stimulus package may seem large at 10 per cent of GDP^ it is still smaller in size as compared with the stimulus packages announced by countries like the US.The US has so far announced a fiscal package of $2.7 trillion (13 per cent of GDP) which includes cash transfers. Cash transfers have an immediate effect on driving demand^ which is the need of the hour for any economy. Lending money can lead to a revival^ but given the uncertain and tough times that is currently under way^ banks and NBFCs are wary of lending and have so far been risk averse^ parking on an average about ₹8 lakh crore with the RBI daily. Nothing seems to be sufficient under the present scenario^ but what all can be done^ must be done.So^ the markets are disappointed with the stimulus package...The markets were expecting some specific packages for the most stressed sectors but that has so far come a cropper. But given the government’s dwindling tax collections and relatively little room for enhancing the fiscal deficit as that could impact the sovereign rating^ the options would always be limited. But nonetheless^ opening up the defence sector^ focussing on ‘Make in India’^ structural reforms in the agriculture and power sectors^ and collateral-free guaranteed loan worth ₹3 lakh crore for MSMEs are steps in the right direction.The pressing need is kick-starting the economy^ as the lockdown is now being lifted in phases. But how it plays out in the coming weeks and months is going to be crucial. Further^ steps to ensure that credit flow happens through the banking as well as the NBFC channels are equally important^ and steps taken in this direction will be more than welcome. Tough times calls for tough measures^ and the markets definitely have high hopes from the government.Rating agencies^ experts and even the RBI now predict zero or negative GDP growth for India. As a market expert^ do you fear the worst is ahead?There is no doubt that the world economy is going in for a contraction this financial year^ with key economies such as the US^ Germany and France entering into recession. China is back on track^ with April witnessing automobile sales in excess of two million^ the highest level since June 2018. As far as India is concerned^ a latest report by United Nations pegs India’s growth in FY21 at 1.2 per cent^ which would still be far better than majority of the countries.But^ at the same time^ other economic agencies have forecast negative growth as well. Further^ India’s fiscal deficit is likely to rise this year^ towards 5 per cent plus as suggested by various forecasters. So^ the economic data ahead is bound to be negative^ but given their intelligence of the markets^ investors will be sector and stock specific^ focussing on those sectors such as telecom^ IT^ pharma^ and FMCG^ which are likely to be better placed to weather the current storm.Looking through the crystal ball^ one can tell that the times ahead is not going to be easy^ and investors will have to learn to live with volatility. If we see a containment of Covid-19 both domestically and globally^ then yes^ we could see a halt in the market correction^ but it is still early days to proclaim the same.Crude shock had impacted Angel Broking. What is its real impact and has the problem been sorted out? Are equity investors of Angel Broking being protected from the problem of your commodity vertical?It was for the first time in history that NYMEX WTI prices turned negative^ this downfall in price was unprecedented. In India^ due to Covid-19^ business hours for commodity markets was reduced to 1700 hours. Unfortunately^ clients with open positions did not get a chance to square off their positions. In this event our exposure was restricted to only ₹13.5 crore^ which is a minuscule amount considering our revenue and balance sheet size. While Angel had already provided for this amount^ we are currently seeing collection from the clients. This carries no risk to any of Angel’s clients.The timings have been revised now to 2330 hours again. We have a very robust and completely automated-risk management system in place which triggers off to insulate our clients from any risk. Moreover^ we always advise our clients to trade using strict stop losses at all times.Any important factors that investors should watch out for in the coming days?Investors are advised to keep vigil as different sets of economic data from the US^ China^ Euro zone have the potential to impact global as well as domestic markets. So^ the markets are set to remain volatile^ but yes^ with a significant decline in uncertainty and fear as compared to in March and April.Investing in tranches^ focussing only on quality stocks^ and keeping a long-term perspective are the need of the hour. Lastly^ markets are currently being driven mainly by two factors — liquidity and hopes of an early cure to Covid-19. So^ grasping the fact that the only certainty going forward^ at least for the next couple of quarters^ is enhanced volatility^ one will have to learn to live with it.,26,05
2020-05-25,https://www.thehindubusinessline.com/news/variety/salman-khan-launches-personal-care-brand-to-sell-hand-sanitisers/article31669499.ece,The Hindu BusinessLine,Salman Khan launches personal care brand^ to sell hand sanitisers,For Salman Khan’s fans^ the festival of Eid usually marks the release of his latest films. But with the Covid-19 pandemic upending the Bollywood industry^ the star has decided to use this occasion to launch his personal care brand.This also marks Khan’s foray into hand-sanitisers^ a segment which has seen the entry of hundreds of new players in the past three months.Announcing the launch of his personal care brand FRSH^ in a Twitter post^ Khan said^ “Our plan was to launch deodorants. But the need of the hour is hand sanitisers. Hence we have launched these hand sanitisers under the brand FRSH.”“We will come out with deodorants too eventually. Also on the cards are body wipes and perfumes^” he added.He said that initially the hand sanitisers will be available online^ and they will make their début on store shelves gradually. “Coming soon to a store near you- FRSH hand sanitisers^” he said adding that the tag line for the new brand is^ “Raho FRSH^ Raho Safe.”Over the past few years^ Khan has been expanding his business ventures beyond making films and TV shows. He has been investing behind his private label brand Being Human^ which is known for apparel and accessories. In 2017^ he also launched Being Human e-cycles.From FMCG companies to personal care and beauty product makers and from alcohol players and distilleries to paint companies^ many players are making hand sanitisers in the country. While some of them have entered the space for commercial purposes^ but others such as distilleries^ sugar companies and liquor brands are making sanitisers to cater to the needs of the frontline health workers and police forces.Hand sanitisers come under the Essential Commodities Act and prices have been fixed by the Central government. Khan’s hand sanitisers are priced in line with this government directive and 100 ml bottle comes for ₹50^ while a 500 ml bottle is priced at ₹250.According to estimates by Nielsen^ nearly 153 new players entered the hand sanitiser space in India in March alone. Many new players have been announcing their entry into the hand sanitiser space^ in line with consumers’ increased focus on health and hygiene due to the spread of the Covid-19 pandemic.,25,05
2020-05-23,https://www.thehindubusinessline.com/news/fmcg-value-growth-declined-34-in-april-due-to-lockdown-nielsen/article31652407.ece,The Hindu BusinessLine,FMCG value growth declined 34% in April due to lockdown: Nielsen,The FMCG industry recorded a 34 per cent drop in value growth in April 2020 compared to the same period last year due to the nation-wide lockdown. According to research and insights firm Nielsen^ the decline was due to a sharp drop in sales clocked by traditional trade channel consisting of neighbourhood and kirana stores.Traditional trade value growth declined by as much 38 per cent in April as compared to the same period last year^ while modern trade value growth continued to witness value growth (5 per cent).“The sharp de-growth of traditional trade channels can be attributed to area and shop closures. On an average^ a traditional retail shop had to close for 12 days in April due to various restrictions^” Nielsen added. On an average^ while grocers had to shut down for eight days and chemists had to shut down for four days^ other traditional trades such as paan-shops and cosmetic shops had to shut down for a significantly higher number of days.Supply constraints and removal of promotional discounts by retailers and brands also led consumers to shell out more on packaged products during the March 23-May 3 period. “Average prices for key foods categories witnessed an increase in the lockdown phase. This was caused by retailer-led promotions slowing down^ and change in brand and pack mixes^” said Prasun Basu^ South Asia Zone President of Nielsen Global Connect.In modern trade stores^ the average price of packaged ghee grew by 18 per cent during lockdown Phase 1 and 19 per cent in Phase 2^ compared to the year-ago period. Similarly^ average prices of packaged atta grew by 9 per cent and 12 per cent compared to the year-ago period in the first and second lockdown phases respectively. Surge in average prices was also seen in categories such as soft drinks^ edible oils and packaged tea.At the same time^ contribution of private label brands increased across many categories in the lockdown phase as retailers leveraged on private labels to fill gaps in supplies caused by supply disruptions. “The value share of private label brands increased by 5-6 percentage points during lockdown as compared to the pre-Covid period of Dec-Jan-Feb period^” Nielsen added.Some of the other key trends included a decline in non-vegetarian food at modern trade during the lockdown due to supply constraint as well as lower purchase intent.Income affectedNearly 60 per cent consumers responded in an online survey conducted by Nielsen^ stating that Covid-19 has negatively impacted their household income. While respondents said they have increased spends on regular expenses^ they have reduced investments and focus is to maintain liquidity in terms of cash in hand or cash in banks.,23,05
2020-05-20,https://www.thehindubusinessline.com/companies/covid-19-crumples-paper-industry-says-crisil/article31634402.ece,The Hindu BusinessLine,Covid-19 crumples paper industry^ says CRISIL,The extended lockdown to check the spread of the Covid-19 pandemic has dealt a nasty blow to the highly fragmented paper industry in the country^ according to rating agency CRISIL.Around 80 per cent of the nation’s paper capacity of 25 million tonnes (mt) (750-800 mills) is clustered around six States that account for half of India’s gross domestic product. They are also major consumption hubs.The problem^ according to the note^ is that 40-45 per cent of these mills are in Covid-19 red zones and another 40-45 per cent in orange zones.Low demandThe industry is grappling with weak demand^ shortage of raw material and limited availability of labour^ which are affecting capacity utilisation. CRISIL Research expects demand for paper and cardboards to contract 10-15 per cent on-year^ affecting all categories of products.The shutdown of schools^ colleges and majority of offices has crimped demand for writing and printing (W&P) paper. Industrial paper usage has also rumpled because of weakness in the FMCG^ consumer durables and apparel segments^ which account for 50-60 per cent of such demand. To boot^ exports have fallen.Consequently^ the financials of paper-makers^ especially the small- and mid-sized ones (because of high fragmentation)^ will be materially affected.In the financial dispersion analysis for a set of 125 companies that account for 35-40 per cent of the total installed capacity and had a total debt of ₹20^370 crore as of FY2019^ 25 firms with ₹10^777-crore debt burden have an interest coverage ratio of 2^ and so are at high risk. The debt/Ebitda ratio is 3 for almost half of the sample set^ and almost a quarter of the sample set might face issues in meeting short-term obligations as the current ratio is less than 1.In the report^ titled ‘Covid Corollaries’^ CRSIL stated that the bulk of the capacity in the top six States are at risk. Almost half of the installed capacity of paper mills is in the red zones in the top six States which account for 80 per cent of installed capacity.,20,05
2020-05-20,https://www.thehindubusinessline.com/companies/how-cotton-buds-brand-tulips-pivoted-to-make-polyester-swabs-for-covid-testing/article31633067.ece,The Hindu BusinessLine,How cotton buds brand Tulips pivoted to make polyester swabs for Covid testing,Suparshva Swabs^ known for its hygiene products brand Tulips^ is set to ramp up its capacity to make 5 million polyester swabs per week^ which are critical for Covid-19 testing^ by May-end.The company^ which is known for products such as cotton buds and wet wipes^ has already supplied over 4.2 million swabs to VTM (viral transport medium) kit makers.Rahul Jain^ Partner^ Suparshava Swabs^ said the company was approached by government authorities in April to look into making specialised synthetic nasal and throat swabs. The company then swung into action to reconfigure its equipment and convert some of its cotton processing lines to make polyester swabs^ with limited resources and workforce in the early stages of the lockdown. But it managed to achieve it in 10 days^ said Jain.To expand capacity“We have the largest installed capacity in Asia to make cotton buds. We began manufacturing these specialised polyester swabs from the day we got approval from the ICMR (Indian Council of Medical Research)^ on May 5. Currently^ 10 per cent of the capacity is being used to make Covid polyester swabs and we are currently making 2 million swabs per week. By May-end we would be able to convert an additional 10 per cent of capacity to be able to produce 5 million swabs in a week^” Jain told BusinessLine.The company has focussed on various features for its polyester swabs^ such as elongated sticks to ensure medics maintain adequate distance while taking samples^ and thin swabs so that they are flexible enough for both nasopharyngeal and oropharnygeal samples.One of the key challenges in scaling up for the company has been that the production rate for Covid polyester swabs is much lower compared to cotton buds on the same lines.Lower-cost products“As testing ramps up further in the country^ we have the ability to make 30 million swaps per week. We believe by June-end we can achieve this. Due to high demand for these swabs globally^ imported swabs are priced currently in the range of ₹20-40. In comparison^ the cost of our domestically-produced swabs is ₹3.5 per swab. As we increase capacity^ we believe the cost can be brought down further^” said Jain.In many other markets such as the US and the France^ cotton bud makers have managed to pivot their manufacturing capabilities to make specialised swabs for Covid-19 testing. “We have already been approached by international agencies and kit makers to supply these swabs to them. Our key focus for now is to ensure domestic demand is fulfilled and then we may look at exports^” he added.The FMCG company^ however^ does not believe this will become its core business in the long term.Set up in 1998^ Suparshva Swabs claims to be one of the leading manufacturer and exporters of cotton and wood based personal hygiene products such as cotton buds^ cotton pads^ facial tissues^ baby wipes and absorbent cotton rolls.,20,05
2020-05-20,https://www.thehindubusinessline.com/companies/venture-catalysts-invests-in-7-startups-during-lockdown/article31630005.ece,The Hindu BusinessLine,Venture Catalysts invests in 7 startups during lockdown,Venture Catalysts^ an integrated incubator^ has invested in seven startups during the COVID-19 lockdown^ while it had closed investments in 14 startsups since January.The recent investment ranges from $500K to $1 million and some in the bracket of $1.5 million to $2 million. The platform has invested across verticals such as FinTech^ EduTech^ InsurTech^ Robotics^ Retail^ FMCG^ DeepTech^ HR-Tech and Nutraceutical sectors.Venture Catalysts invests $250^000–$2 million in early-stage start-ups with the potential to create enduring value for over a long period. Since 2016^ more than 14^000 start-ups across 27 cities have reached out to Venture Catalysts for mentorship and training entrepreneurs in the right direction.,20,05
